filename,tSNE_1,tSNE_2,Class,Perplexity
000000020207.jpg,-22.78938,4.16473,cat,20
000000020613.jpg,1.3878407,-18.960241,vehicle,20
000000020979.jpg,15.908193,5.203873,vehicle,20
000000021571.jpg,-1.6970512,-8.632438,vehicle,20
000000021647.jpg,0.7592384,45.388718,vehicle,20
000000021926.jpg,1.0051011,44.25444,airplane,20
000000022427.jpg,-18.713129,32.95169,dog,20
000000022440.jpg,16.910797,-30.411882,vehicle,20
000000022451.jpg,-14.1164055,44.63746,dog,20
000000022796.jpg,-18.674267,23.592035,dog,20
000000022797.jpg,-16.215168,-21.537949,airplane,20
000000022962.jpg,22.393686,28.551533,cat,20
000000023100.jpg,-11.033224,10.531938,cat,20
000000023429.jpg,14.982677,-28.328632,vehicle,20
000000024042.jpg,11.638709,-23.86252,vehicle,20
000000024247.jpg,12.399198,18.613941,dog,20
000000024522.jpg,33.275364,-2.9666965,vehicle,20
000000024600.jpg,20.413015,-11.467229,vehicle,20
000000024664.jpg,-19.913916,-1.7682843,dog,20
000000024790.jpg,-8.54923,-43.136295,airplane,20
000000025566.jpg,2.9112573,21.319794,airplane,20
000000025833.jpg,13.187467,-42.785805,vehicle,20
000000026078.jpg,18.077698,-17.46185,vehicle,20
000000026209.jpg,5.016034,35.52547,vehicle,20
000000026319.jpg,-3.4859374,35.637657,vehicle,20
000000026409.jpg,2.3967755,-44.314877,vehicle,20
000000026436.jpg,-10.128925,-43.618942,airplane,20
000000027763.jpg,21.238707,-17.206587,dog,20
000000027975.jpg,-6.33071,9.408702,vehicle,20
000000029197.jpg,-23.195835,-2.094164,airplane,20
000000029639.jpg,-10.677268,30.49523,vehicle,20
000000030408.jpg,28.346657,2.025263,vehicle,20
000000030713.jpg,-0.68609655,-31.698236,airplane,20
000000031345.jpg,-1.1457019,45.390366,cat,20
000000031748.jpg,18.15211,-30.743074,vehicle,20
000000031893.jpg,-0.24988915,29.707743,cat,20
000000032093.jpg,-27.557512,9.0217,airplane,20
000000032586.jpg,-25.901491,9.814246,cat,20
000000032678.jpg,9.479232,-0.94307774,airplane,20
000000032773.jpg,-4.3740916,-39.003784,vehicle,20
000000032985.jpg,-1.8978997,38.68439,vehicle,20
000000033008.jpg,7.632704,45.99093,cat,20
000000033687.jpg,0.16531324,-1.5274694,vehicle,20
000000033698.jpg,18.693151,-0.9004339,vehicle,20
000000033900.jpg,-27.412384,8.931523,dog,20
000000034321.jpg,-10.176871,44.76478,dog,20
000000034884.jpg,-25.50736,-13.875238,vehicle,20
000000035891.jpg,7.3130174,-6.248074,vehicle,20
000000035897.jpg,19.879547,-11.180844,vehicle,20
000000036029.jpg,9.703407,2.8673453,vehicle,20
000000036326.jpg,5.545073,26.838743,vehicle,20
000000036492.jpg,7.0591903,-30.672983,airplane,20
000000036783.jpg,-10.312816,36.928947,airplane,20
000000036950.jpg,3.6076224,-30.955221,vehicle,20
000000037478.jpg,-8.141888,-26.570408,airplane,20
000000037864.jpg,4.756492,-40.68123,vehicle,20
000000038357.jpg,4.0272317,-22.412811,vehicle,20
000000038417.jpg,14.11372,2.0702076,vehicle,20
000000038438.jpg,5.347883,24.389584,cat,20
000000038465.jpg,4.04431,45.993385,vehicle,20
000000038558.jpg,15.070761,-11.959941,vehicle,20
000000038769.jpg,34.238422,-14.97737,cat,20
000000038905.jpg,-21.618286,-41.460606,vehicle,20
000000039716.jpg,-1.2756764,32.42024,cat,20
000000039779.jpg,13.110851,47.75922,vehicle,20
000000039811.jpg,15.258828,-18.826483,vehicle,20
000000040094.jpg,-8.340436,-1.5597503,cat,20
000000040348.jpg,8.362343,-4.8116083,cat,20
000000040419.jpg,19.70122,27.595358,cat,20
000000040485.jpg,6.439104,-30.475842,airplane,20
000000040620.jpg,5.845715,-32.29358,vehicle,20
000000040685.jpg,-8.050858,-0.5215395,cat,20
000000040931.jpg,4.1265936,38.454273,cat,20
000000041276.jpg,-28.780033,-26.732737,airplane,20
000000041342.jpg,14.675318,-13.483585,vehicle,20
000000041392.jpg,-7.9567633,-4.579084,dog,20
000000041453.jpg,30.257729,5.437345,vehicle,20
000000041606.jpg,4.5553703,-29.571161,vehicle,20
000000041808.jpg,4.16935,-45.805573,airplane,20
000000042008.jpg,28.11586,-2.5903156,vehicle,20
000000042085.jpg,1.3627005,23.270197,airplane,20
000000042156.jpg,16.56416,-16.999096,vehicle,20
000000042408.jpg,12.9167,-20.473593,vehicle,20
000000042529.jpg,7.7935605,-43.22818,vehicle,20
000000042682.jpg,0.8655479,36.446465,vehicle,20
000000042919.jpg,5.2116046,-20.294857,vehicle,20
000000042968.jpg,-15.915284,-16.16669,airplane,20
000000043291.jpg,-8.570401,-34.93927,cat,20
000000043678.jpg,-28.406422,-21.281498,airplane,20
000000044022.jpg,28.48434,-1.233566,cat,20
000000044776.jpg,-23.944468,-38.418526,dog,20
000000045071.jpg,-6.8184876,21.831112,cat,20
000000045176.jpg,-21.21591,6.510368,dog,20
000000045188.jpg,7.735561,18.305672,vehicle,20
000000045434.jpg,-19.95473,-10.787296,vehicle,20
000000045586.jpg,-12.728635,37.735157,dog,20
000000045771.jpg,-20.239323,15.192038,cat,20
000000045882.jpg,30.076237,-16.278301,cat,20
000000046090.jpg,15.394733,15.632827,cat,20
000000046608.jpg,-26.263342,-19.63789,airplane,20
000000046877.jpg,-23.357656,7.678174,dog,20
000000046905.jpg,-5.287025,28.487223,cat,20
000000047293.jpg,-13.992136,-11.653272,vehicle,20
000000047407.jpg,20.852135,-2.2618785,vehicle,20
000000047631.jpg,13.13261,-26.909422,vehicle,20
000000047877.jpg,3.5758715,24.554733,cat,20
000000048130.jpg,-9.621444,15.441023,vehicle,20
000000049062.jpg,-19.33131,6.8938446,cat,20
000000049092.jpg,13.677484,-0.3187828,vehicle,20
000000049268.jpg,25.2358,-13.381137,vehicle,20
000000049640.jpg,16.702614,37.110104,vehicle,20
000000049814.jpg,-11.519988,26.559381,dog,20
000000050366.jpg,-14.137459,13.146693,vehicle,20
000000050752.jpg,2.48918,-21.931765,vehicle,20
000000050786.jpg,-12.316754,10.66864,vehicle,20
000000051322.jpg,1.2707357,10.093286,vehicle,20
000000051495.jpg,-17.738287,-22.012281,airplane,20
000000051908.jpg,-19.523504,-41.957073,dog,20
000000051985.jpg,-15.597601,19.403038,vehicle,20
000000051990.jpg,4.7604804,-33.822506,vehicle,20
000000052388.jpg,13.891242,42.031387,vehicle,20
000000052760.jpg,-17.919651,0.68744075,cat,20
000000053022.jpg,-11.493611,38.56569,dog,20
000000053111.jpg,-12.479879,2.1326017,airplane,20
000000053406.jpg,-0.030082578,-24.362598,vehicle,20
000000054086.jpg,4.741332,-17.357382,vehicle,20
000000054340.jpg,-5.631684,14.241835,cat,20
000000055466.jpg,10.606088,26.283285,cat,20
000000055478.jpg,-7.4831843,20.166935,dog,20
000000055607.jpg,-12.249459,34.56514,cat,20
000000055630.jpg,18.620483,21.093405,cat,20
000000056065.jpg,1.3125205,-19.625092,airplane,20
000000056132.jpg,-7.233062,-45.603905,vehicle,20
000000056302.jpg,12.821068,0.4158243,vehicle,20
000000056641.jpg,18.29165,-18.117104,vehicle,20
000000056664.jpg,3.5761359,-1.7847395,vehicle,20
000000057088.jpg,-1.786777,-20.841991,vehicle,20
000000057362.jpg,-14.726482,-43.363346,dog,20
000000057429.jpg,-24.785757,-19.236269,airplane,20
000000057801.jpg,2.1429458,-0.3431488,vehicle,20
000000057814.jpg,0.7893224,39.843422,dog,20
000000057879.jpg,19.104172,2.7570367,vehicle,20
000000058283.jpg,-1.3859271,-42.960236,vehicle,20
000000058524.jpg,-2.7628944,37.305153,dog,20
000000058987.jpg,0.17168203,-27.609943,vehicle,20
000000059170.jpg,-1.7573959,30.268549,vehicle,20
000000059328.jpg,-19.779577,-15.016922,vehicle,20
000000059892.jpg,-19.249825,-7.0253797,vehicle,20
000000059968.jpg,-11.9931755,-40.07486,airplane,20
000000060433.jpg,1.2909137,-22.282087,vehicle,20
000000060953.jpg,-19.379232,-31.836758,airplane,20
000000061181.jpg,-7.867039,27.534626,vehicle,20
000000061206.jpg,26.41085,-10.366683,vehicle,20
000000061207.jpg,9.224082,-32.36889,airplane,20
000000061403.jpg,30.918941,-10.823721,cat,20
000000061729.jpg,17.740395,33.115154,vehicle,20
000000061819.jpg,7.4473567,-35.960396,airplane,20
000000061837.jpg,-22.934242,-5.305823,dog,20
000000062057.jpg,8.717195,-0.5765064,vehicle,20
000000062387.jpg,-3.0831745,43.47805,vehicle,20
000000062477.jpg,10.724415,30.348263,vehicle,20
000000062741.jpg,-23.661667,-2.4990575,airplane,20
000000062815.jpg,30.171091,-5.4698067,vehicle,20
000000062850.jpg,27.060804,-16.896482,cat,20
000000062941.jpg,-24.30411,-25.619509,airplane,20
000000062942.jpg,27.506752,-14.078119,airplane,20
000000064317.jpg,2.5800192,-19.132217,airplane,20
000000066014.jpg,8.406561,-29.0109,airplane,20
000000066067.jpg,6.3054147,-35.41207,vehicle,20
000000066255.jpg,-24.200506,-23.030258,airplane,20
000000066858.jpg,-32.516827,-22.495611,airplane,20
000000066976.jpg,-14.560668,-20.888344,dog,20
000000067164.jpg,5.0125,27.551111,cat,20
000000067178.jpg,-22.096914,-7.963023,vehicle,20
000000067256.jpg,-2.2435844,-41.535385,vehicle,20
000000067439.jpg,17.777348,0.020882428,vehicle,20
000000067577.jpg,11.432751,17.779593,dog,20
000000067608.jpg,-23.522068,-2.2599223,airplane,20
000000067768.jpg,-8.52331,10.182305,vehicle,20
000000067995.jpg,5.6082044,46.04071,cat,20
000000068231.jpg,-9.359267,-11.863595,airplane,20
000000068717.jpg,4.10482,14.352803,cat,20
000000068912.jpg,25.97821,1.9348233,vehicle,20
000000069978.jpg,12.72054,6.865178,vehicle,20
000000070353.jpg,20.979961,-35.479355,cat,20
000000070441.jpg,11.831522,23.535883,dog,20
000000071345.jpg,-13.666231,26.713888,vehicle,20
000000071499.jpg,-2.6776943,-40.727264,vehicle,20
000000071629.jpg,-27.514715,-21.586262,airplane,20
000000072535.jpg,-1.3053453,36.42086,vehicle,20
000000072600.jpg,-28.099003,-19.778986,airplane,20
000000073061.jpg,-24.206625,5.2338905,cat,20
000000073192.jpg,18.528719,-1.6671524,vehicle,20
000000073260.jpg,14.9334755,26.45868,dog,20
000000073450.jpg,-11.0822,2.7001033,airplane,20
000000073843.jpg,28.670473,-5.0489287,vehicle,20
000000073892.jpg,-6.640749,-42.659523,airplane,20
000000073906.jpg,14.269767,20.848017,dog,20
000000074179.jpg,-15.568579,-30.034985,vehicle,20
000000074434.jpg,-3.800767,47.9212,airplane,20
000000074825.jpg,8.272463,39.37163,cat,20
000000074913.jpg,-17.458115,1.341214,dog,20
000000075309.jpg,-28.013498,-20.20665,airplane,20
000000075423.jpg,22.732998,16.132593,vehicle,20
000000075496.jpg,-0.104573354,17.168467,vehicle,20
000000075668.jpg,2.3674908,-9.524988,vehicle,20
000000075698.jpg,-22.70371,4.519426,dog,20
000000075927.jpg,-6.7863746,-24.749142,airplane,20
000000076268.jpg,-10.247973,17.919786,vehicle,20
000000076619.jpg,11.116423,39.89554,cat,20
000000077160.jpg,14.393132,30.63578,vehicle,20
000000077355.jpg,-14.119005,-2.1166065,cat,20
000000077383.jpg,6.9130898,-14.089293,vehicle,20
000000077601.jpg,13.360993,17.266432,airplane,20
000000077689.jpg,-15.433046,12.959215,vehicle,20
000000077769.jpg,17.042912,29.483486,dog,20
000000078169.jpg,-28.679255,-26.031631,airplane,20
000000078537.jpg,-6.7760797,-34.63148,airplane,20
000000078750.jpg,-20.671034,-12.485664,airplane,20
000000078825.jpg,3.7813787,-18.060091,airplane,20
000000079357.jpg,21.384132,8.185026,vehicle,20
000000079955.jpg,-7.9863343,11.309594,vehicle,20
000000080090.jpg,27.245584,-9.800737,vehicle,20
000000080441.jpg,2.50065,-36.188797,vehicle,20
000000081054.jpg,-9.153239,-5.381041,vehicle,20
000000081126.jpg,-6.2470374,-4.9125605,airplane,20
000000081287.jpg,21.108593,33.800755,vehicle,20
000000081461.jpg,-19.21142,-24.381514,airplane,20
000000081922.jpg,-9.953282,-34.365795,airplane,20
000000082242.jpg,14.224628,-1.3167272,vehicle,20
000000082275.jpg,-19.219103,-19.944532,airplane,20
000000082418.jpg,5.793888,41.814213,cat,20
000000082604.jpg,-6.747897,37.064163,dog,20
000000082673.jpg,13.491379,43.25529,vehicle,20
000000082680.jpg,-1.7285271,14.254973,dog,20
000000082770.jpg,6.690646,-24.006481,vehicle,20
000000082826.jpg,5.2616777,31.812191,dog,20
000000082835.jpg,-10.456008,-3.8164196,dog,20
000000083090.jpg,-1.3708068,-35.945774,airplane,20
000000083770.jpg,-12.471685,5.3384233,vehicle,20
000000083844.jpg,-18.20236,8.813485,vehicle,20
000000083990.jpg,-25.902653,-20.662863,airplane,20
000000084291.jpg,1.8686792,51.964497,cat,20
000000084567.jpg,-29.904537,-18.825047,airplane,20
000000085092.jpg,-23.793383,0.39144132,dog,20
000000085225.jpg,4.963439,35.674023,vehicle,20
000000085482.jpg,3.704753,-30.590164,vehicle,20
000000085933.jpg,19.077679,-13.112861,cat,20
000000085956.jpg,11.276199,33.8434,vehicle,20
000000086020.jpg,-20.117908,35.265877,vehicle,20
000000086168.jpg,11.2902565,27.702374,cat,20
000000087232.jpg,-22.617746,19.82146,dog,20
000000087429.jpg,7.5466466,-40.353268,vehicle,20
000000087595.jpg,-10.117765,24.178898,cat,20
000000087672.jpg,-8.414719,-38.18617,airplane,20
000000088225.jpg,7.7375126,23.805408,vehicle,20
000000088671.jpg,-26.885607,21.371391,dog,20
000000088789.jpg,4.0752316,31.602083,dog,20
000000089430.jpg,-1.9081391,30.510866,cat,20
000000089555.jpg,0.58212084,-32.899796,cat,20
000000090020.jpg,32.200356,-22.174648,vehicle,20
000000090331.jpg,-20.25613,26.167252,dog,20
000000090367.jpg,-20.479124,-40.557537,dog,20
000000090387.jpg,-22.565536,-40.79565,airplane,20
000000090442.jpg,14.297065,1.8740958,vehicle,20
000000090964.jpg,8.486133,12.578528,cat,20
000000091234.jpg,-3.761219,-20.494766,vehicle,20
000000091236.jpg,-27.466564,-21.162024,airplane,20
000000091279.jpg,-10.149692,-27.7197,airplane,20
000000091508.jpg,-25.079458,-18.264395,airplane,20
000000091841.jpg,30.535969,-25.737768,vehicle,20
000000092444.jpg,-4.101928,26.001944,airplane,20
000000092480.jpg,19.806627,10.891151,dog,20
000000092801.jpg,-8.912115,29.901237,cat,20
000000093000.jpg,-20.112165,29.786346,vehicle,20
000000093034.jpg,9.360233,28.632282,dog,20
000000093257.jpg,-22.786161,8.958804,dog,20
000000093279.jpg,-14.865023,-0.5848947,dog,20
000000093476.jpg,32.780125,-26.524176,vehicle,20
000000093816.jpg,-5.537008,-3.8986156,dog,20
000000094097.jpg,20.842339,-25.819876,vehicle,20
000000094202.jpg,12.586322,8.246681,vehicle,20
000000094420.jpg,-19.951767,16.915064,vehicle,20
000000094444.jpg,2.2690544,-31.407125,cat,20
000000094499.jpg,-1.7567128,25.689781,dog,20
000000094566.jpg,19.914621,-14.353761,cat,20
000000094610.jpg,-1.6310815,-15.208662,vehicle,20
000000094676.jpg,-24.25144,-25.13131,airplane,20
000000095202.jpg,-11.608891,27.573471,vehicle,20
000000095243.jpg,13.144474,2.0126631,vehicle,20
000000095266.jpg,-6.2860575,-43.779922,vehicle,20
000000095358.jpg,-25.105827,7.2323756,airplane,20
000000095506.jpg,24.535978,-14.7375145,vehicle,20
000000095561.jpg,4.9253936,-40.552364,airplane,20
000000095592.jpg,-3.9327114,4.687514,vehicle,20
000000095622.jpg,-0.8752262,-36.08819,airplane,20
000000095726.jpg,-16.42173,-17.994272,airplane,20
000000095990.jpg,-25.389057,-1.1510718,airplane,20
000000096076.jpg,-15.357711,-19.804682,airplane,20
000000096154.jpg,-31.499664,-24.497787,airplane,20
000000096207.jpg,-19.248703,-23.940239,vehicle,20
000000096211.jpg,-31.218805,-23.404367,airplane,20
000000097049.jpg,-5.6962256,24.277899,vehicle,20
000000097080.jpg,-3.6014652,-24.954174,vehicle,20
000000097131.jpg,-3.385418,-0.45025784,vehicle,20
000000097503.jpg,8.574984,-29.447365,airplane,20
000000097754.jpg,-33.1258,-21.303421,airplane,20
000000097782.jpg,-18.6136,12.683887,vehicle,20
000000097790.jpg,-22.58301,-32.629787,airplane,20
000000098471.jpg,-12.414817,17.80356,vehicle,20
000000099063.jpg,-0.5849203,-4.1976085,vehicle,20
000000099066.jpg,-28.93526,-25.487759,airplane,20
000000099129.jpg,18.260939,-3.2156935,vehicle,20
000000099584.jpg,21.748005,-5.347591,vehicle,20
000000099598.jpg,-33.468437,-19.928095,airplane,20
000000100008.jpg,-2.756632,-10.162754,dog,20
000000100588.jpg,6.98641,36.621723,cat,20
000000101053.jpg,0.6817124,-39.624805,vehicle,20
000000101826.jpg,-9.719649,-41.275875,vehicle,20
000000102073.jpg,4.8249164,-35.382534,airplane,20
000000102377.jpg,4.7341256,45.271843,vehicle,20
000000103127.jpg,17.021564,-11.767376,vehicle,20
000000103361.jpg,4.6029453,-22.598585,vehicle,20
000000103404.jpg,7.50078,43.978928,vehicle,20
000000103877.jpg,10.14649,14.238454,cat,20
000000103940.jpg,3.5664046,48.466713,cat,20
000000104125.jpg,6.779823,34.62404,airplane,20
000000104345.jpg,0.95179623,39.125427,airplane,20
000000104380.jpg,-29.016562,-22.639584,airplane,20
000000104482.jpg,-15.950534,4.7649,cat,20
000000104510.jpg,6.05151,43.173805,cat,20
000000105465.jpg,29.689285,4.8075867,airplane,20
000000105552.jpg,2.6112003,-17.92993,airplane,20
000000105781.jpg,21.82744,14.069379,vehicle,20
000000105936.jpg,11.048868,3.3196242,vehicle,20
000000106166.jpg,-7.2701826,39.154198,vehicle,20
000000106269.jpg,21.969456,-3.289328,cat,20
000000106335.jpg,25.636387,-9.777333,vehicle,20
000000106525.jpg,-6.615218,-2.933685,dog,20
000000106586.jpg,1.3293709,20.871227,airplane,20
000000107100.jpg,-11.456153,-6.148959,cat,20
000000107225.jpg,21.54559,8.196368,vehicle,20
000000107244.jpg,30.302769,-5.3730807,vehicle,20
000000107386.jpg,-5.0047846,-25.174725,vehicle,20
000000107630.jpg,-22.296183,-26.81098,airplane,20
000000107787.jpg,7.2744737,-1.9260991,vehicle,20
000000107838.jpg,11.814106,-33.538322,airplane,20
000000108156.jpg,10.283106,30.56647,vehicle,20
000000108315.jpg,14.6143265,41.972416,cat,20
000000108668.jpg,7.532539,45.302486,dog,20
000000109012.jpg,6.810863,-31.402649,vehicle,20
000000109106.jpg,19.41369,26.292786,cat,20
000000109629.jpg,-12.755827,-9.994885,cat,20
000000110187.jpg,-6.0279727,5.694941,vehicle,20
000000111235.jpg,8.891263,4.0808225,vehicle,20
000000111768.jpg,26.059011,8.432698,vehicle,20
000000111789.jpg,-9.684544,3.9286776,vehicle,20
000000111820.jpg,-5.642767,29.787642,cat,20
000000111830.jpg,-5.7239404,-5.97806,airplane,20
000000111969.jpg,-17.240803,-11.1402855,airplane,20
000000112122.jpg,-30.03397,0.3491174,vehicle,20
000000112182.jpg,0.679167,9.872071,vehicle,20
000000112739.jpg,6.789069,-37.287914,vehicle,20
000000112770.jpg,-13.249424,3.3472056,cat,20
000000112800.jpg,-6.482543,-10.0812025,airplane,20
000000112938.jpg,0.9052754,36.985836,vehicle,20
000000112951.jpg,9.35312,19.283308,cat,20
000000113593.jpg,-9.879086,11.186024,cat,20
000000113707.jpg,4.432675,30.870754,dog,20
000000113979.jpg,0.3327871,29.263746,vehicle,20
000000114288.jpg,19.325706,-0.69977695,vehicle,20
000000114310.jpg,14.400124,38.38433,vehicle,20
000000114459.jpg,-28.941961,-6.8725524,vehicle,20
000000114673.jpg,-7.4095616,29.308275,vehicle,20
000000115169.jpg,6.2108555,1.3935086,vehicle,20
000000115536.jpg,-8.776472,-44.981056,airplane,20
000000115571.jpg,20.376019,-27.019451,vehicle,20
000000115638.jpg,9.424404,-37.6228,airplane,20
000000115912.jpg,-18.093843,-41.21232,dog,20
000000115954.jpg,6.6119785,-42.692413,vehicle,20
000000115967.jpg,-5.673114,9.164575,vehicle,20
000000116004.jpg,5.6021366,-13.562904,vehicle,20
000000116650.jpg,16.993084,-22.891516,vehicle,20
000000116694.jpg,3.2809744,-26.989386,vehicle,20
000000116941.jpg,-7.1881485,-43.48114,airplane,20
000000117037.jpg,-14.373638,18.326591,vehicle,20
000000117071.jpg,31.58908,-5.890077,vehicle,20
000000117108.jpg,-5.5779943,-16.250572,cat,20
000000117639.jpg,-1.9999135,-6.204226,vehicle,20
000000117796.jpg,7.5082593,9.964977,vehicle,20
000000117884.jpg,-26.920586,12.269541,dog,20
000000117993.jpg,29.151112,-8.163267,vehicle,20
000000118086.jpg,-18.35649,-1.3414934,cat,20
000000118089.jpg,6.9937973,15.623204,cat,20
000000118404.jpg,-9.150499,-39.778465,vehicle,20
000000118680.jpg,11.863465,38.35088,cat,20
000000118778.jpg,6.3081565,6.9823375,vehicle,20
000000118787.jpg,15.262811,46.28326,vehicle,20
000000119006.jpg,12.175572,-40.9563,airplane,20
000000119171.jpg,10.397914,46.89988,dog,20
000000119232.jpg,-24.19878,-41.67192,airplane,20
000000119581.jpg,8.768239,42.634583,dog,20
000000120129.jpg,5.1601,37.684322,cat,20
000000120592.jpg,-10.912809,1.7164569,airplane,20
000000120682.jpg,18.2007,34.582615,vehicle,20
000000121143.jpg,-15.534833,-15.480623,vehicle,20
000000121229.jpg,-16.987162,27.224417,cat,20
000000121690.jpg,-9.489486,-32.8128,airplane,20
000000122196.jpg,-18.604082,5.7717614,cat,20
000000122314.jpg,10.063116,-24.665483,vehicle,20
000000122908.jpg,-31.144548,-26.18104,airplane,20
000000123041.jpg,-18.841625,13.721698,vehicle,20
000000123765.jpg,-9.372668,0.8374584,cat,20
000000123770.jpg,3.9170227,-21.571045,vehicle,20
000000123835.jpg,4.453176,-45.101437,airplane,20
000000123862.jpg,-28.459846,9.122676,vehicle,20
000000123867.jpg,11.150015,8.043537,dog,20
000000124152.jpg,13.227451,-11.382315,vehicle,20
000000124739.jpg,-17.348665,17.598328,vehicle,20
000000125266.jpg,4.9585366,-6.9882703,vehicle,20
000000125394.jpg,-31.871325,-21.470964,airplane,20
000000125690.jpg,23.543224,0.29297256,dog,20
000000125720.jpg,5.204295,3.2501955,vehicle,20
000000125848.jpg,10.327647,-2.5375748,vehicle,20
000000126282.jpg,-23.994345,-31.368467,airplane,20
000000126324.jpg,-10.269092,4.7273498,cat,20
000000126608.jpg,14.311426,-9.472285,vehicle,20
000000126979.jpg,-13.029356,-14.309119,airplane,20
000000127424.jpg,-1.4724314,-13.934685,airplane,20
000000127477.jpg,19.895262,28.183943,cat,20
000000127643.jpg,-9.798889,-2.2152839,dog,20
000000127997.jpg,-14.705145,-17.982738,vehicle,20
000000128012.jpg,8.439906,-11.145467,airplane,20
000000128215.jpg,-20.053545,14.318527,vehicle,20
000000128429.jpg,0.25100774,26.807194,cat,20
000000128503.jpg,7.9793844,48.972767,vehicle,20
000000128679.jpg,-1.6786332,5.543264,cat,20
000000129032.jpg,-8.918128,-25.778301,airplane,20
000000129445.jpg,10.297684,19.821365,cat,20
000000129737.jpg,1.7347686,-3.8218303,dog,20
000000129957.jpg,-12.166856,-44.482094,vehicle,20
000000131579.jpg,-2.1636882,-17.243845,vehicle,20
000000131784.jpg,-22.801058,-2.985693,airplane,20
000000132170.jpg,5.193702,38.56931,dog,20
000000132294.jpg,-9.916688,5.054794,dog,20
000000132690.jpg,-10.032591,22.617304,dog,20
000000132847.jpg,-13.801711,-17.214775,airplane,20
000000133227.jpg,-29.212475,-29.187899,airplane,20
000000133999.jpg,-10.3285265,-25.445997,vehicle,20
000000134334.jpg,-11.11054,-37.88404,airplane,20
000000134383.jpg,25.763329,3.4919045,vehicle,20
000000135158.jpg,-1.7059172,27.152319,cat,20
000000135270.jpg,22.820322,-7.742735,vehicle,20
000000135463.jpg,-21.347837,23.144993,vehicle,20
000000136129.jpg,-20.085762,11.552504,dog,20
000000136218.jpg,-10.019936,-36.36753,airplane,20
000000137156.jpg,1.5168546,-6.38261,vehicle,20
000000137206.jpg,35.323776,-14.797029,cat,20
000000137366.jpg,-27.273108,-19.166357,vehicle,20
000000137413.jpg,0.84471744,42.056675,cat,20
000000137822.jpg,5.8674064,-21.419958,vehicle,20
000000137961.jpg,4.213407,34.767883,cat,20
000000138699.jpg,-17.385143,4.991244,cat,20
000000138755.jpg,-5.200486,-35.060146,airplane,20
000000139214.jpg,31.543146,-22.09551,vehicle,20
000000139389.jpg,-1.3145125,-3.9532263,vehicle,20
000000139500.jpg,-1.3192043,6.3797507,dog,20
000000139507.jpg,14.933972,33.15323,vehicle,20
000000139712.jpg,-3.4509332,-38.49514,vehicle,20
000000140008.jpg,-5.2787476,-44.425396,vehicle,20
000000140236.jpg,12.980314,-36.352745,vehicle,20
000000140565.jpg,3.1664963,-32.571163,airplane,20
000000140585.jpg,4.200598,45.336655,vehicle,20
000000141240.jpg,7.2195807,44.864372,dog,20
000000141376.jpg,-23.579737,2.7589846,cat,20
000000141587.jpg,-18.73878,-17.336956,airplane,20
000000141616.jpg,-0.4574233,5.5090656,vehicle,20
000000141834.jpg,-18.848404,-21.446175,airplane,20
000000142349.jpg,29.719738,-22.74887,vehicle,20
000000142712.jpg,-25.446499,-14.274752,airplane,20
000000142779.jpg,-22.67773,-29.346647,dog,20
000000143085.jpg,-16.329702,-43.161377,airplane,20
000000143231.jpg,2.6330242,10.309757,vehicle,20
000000143277.jpg,17.355585,8.248911,vehicle,20
000000143532.jpg,10.390212,40.86449,dog,20
000000143612.jpg,-10.092706,44.820984,cat,20
000000143655.jpg,-13.171684,-3.1534495,vehicle,20
000000143876.jpg,-5.566538,-19.24748,cat,20
000000143877.jpg,6.353016,-43.612625,airplane,20
000000144088.jpg,-15.019663,28.656878,cat,20
000000144259.jpg,-22.988943,-35.579693,airplane,20
000000144831.jpg,-27.139456,-13.455335,airplane,20
000000145249.jpg,2.7583258,21.801163,airplane,20
000000145518.jpg,-11.826051,-23.799944,vehicle,20
000000145551.jpg,-2.4759042,-34.858566,airplane,20
000000145748.jpg,3.0876703,-14.114936,airplane,20
000000145945.jpg,18.349634,-2.5580518,vehicle,20
000000145978.jpg,-9.334333,-36.4188,airplane,20
000000146058.jpg,10.659744,-17.587843,dog,20
000000146389.jpg,-0.19786341,10.123648,vehicle,20
000000146411.jpg,-15.258185,27.067259,cat,20
000000146767.jpg,7.41301,27.535,cat,20
000000147195.jpg,-12.222081,10.145465,vehicle,20
000000147211.jpg,3.4587197,-38.17245,vehicle,20
000000147418.jpg,-19.047615,-22.133657,airplane,20
000000147425.jpg,5.7525578,47.953697,cat,20
000000147698.jpg,-19.825321,-34.97478,airplane,20
000000147972.jpg,-20.905228,10.496186,vehicle,20
000000147975.jpg,-10.155878,18.120638,cat,20
000000148458.jpg,-10.231694,13.060192,dog,20
000000148828.jpg,-19.783316,-40.388515,dog,20
000000149646.jpg,4.361998,25.353857,cat,20
000000149862.jpg,4.8324776,-29.938559,airplane,20
000000149974.jpg,2.0342228,-35.432846,vehicle,20
000000150181.jpg,4.83036,-31.931784,airplane,20
000000151081.jpg,-5.230144,-32.224106,airplane,20
000000151112.jpg,-16.454832,14.400072,vehicle,20
000000151211.jpg,16.203157,8.829578,vehicle,20
000000151229.jpg,-24.950985,12.276207,cat,20
000000151347.jpg,-27.654179,-23.973436,airplane,20
000000151499.jpg,28.733538,5.724295,vehicle,20
000000151585.jpg,-5.6596327,35.484837,cat,20
000000151587.jpg,21.967985,4.303679,vehicle,20
000000151594.jpg,-6.393227,7.1359906,vehicle,20
000000151709.jpg,-11.264649,-45.186066,airplane,20
